[(0.394686758518219, 0.8356586694717407), (0.40800198912620544, 0.9077561497688293), (0.38438767194747925, 0.8382256627082825), (0.37582287192344666, 0.8425246477127075), (0.37217792868614197, 0.8469765782356262), (0.3704243302345276, 0.8604867458343506), (0.39646509289741516, 0.9093400239944458), (0.38007840514183044, 0.888114333152771), (0.3749109208583832, 0.8737508058547974), (0.3871243894100189, 0.9019588232040405), (0.37020227313041687, 0.8516138195991516), (0.4064374566078186, 0.8273941874504089), (0.4193289875984192, 0.822652280330658), (0.42873966693878174, 0.8212988972663879), (0.4437906742095947, 0.8279083967208862), (0.42090246081352234, 0.8970401883125305), (0.4375073313713074, 0.8612964749336243), (0.44169262051582336, 0.8439979553222656), (0.4306396245956421, 0.8807817697525024), (0.43712231516838074, 0.8215263485908508)]
[(0.3641817271709442, 0.849124014377594), (0.3807815909385681, 0.9361677169799805), (0.35464200377464294, 0.8505655527114868), (0.34847238659858704, 0.8552109003067017), (0.34719905257225037, 0.8604416251182556), (0.3492942154407501, 0.8756886720657349), (0.36971315741539, 0.9358586072921753), (0.3564225733280182, 0.9091616272926331), (0.35285842418670654, 0.8917108178138733), (0.3616630434989929, 0.926105260848999), (0.34759223461151123, 0.8657415509223938), (0.3772837221622467, 0.8415005207061768), (0.39347171783447266, 0.8393818736076355), (0.4056350588798523, 0.839717447757721), (0.424660861492157, 0.8487058877944946), (0.3954658508300781, 0.9251295924186707), (0.41597461700439453, 0.8862450122833252), (0.42174527049064636, 0.8667290210723877), (0.40719014406204224, 0.9075608849525452), (0.4166143238544464, 0.8408230543136597)]
[(0.38728412985801697, 0.8474293947219849), (0.3963974416255951, 0.9272168874740601), (0.3766239881515503, 0.8480656147003174), (0.36809417605400085, 0.8551121950149536), (0.36450132727622986, 0.8623680472373962), (0.3627166450023651, 0.8786010146141052), (0.3846183717250824, 0.9273204803466797), (0.36915603280067444, 0.904901921749115), (0.36560335755348206, 0.890968918800354), (0.3754078149795532, 0.9190429449081421), (0.36250045895576477, 0.8690626621246338), (0.3998563289642334, 0.840315580368042), (0.4141702353954315, 0.8408816456794739), (0.4243931770324707, 0.8439514636993408), (0.43889564275741577, 0.8565504550933838), (0.4100953936576843, 0.9183623194694519), (0.4299919307231903, 0.8852486610412598), (0.43559080362319946, 0.8698713779449463), (0.42136749625205994, 0.9035834074020386), (0.43321657180786133, 0.847675085067749)]
[(0.4012514054775238, 0.8540529012680054), (0.40820810198783875, 0.9241278171539307), (0.390280157327652, 0.8538976907730103), (0.3811618983745575, 0.8595852255821228), (0.3766691982746124, 0.8650611042976379), (0.37350308895111084, 0.8779940605163574), (0.3965517282485962, 0.9234157800674438), (0.38040733337402344, 0.9023851156234741), (0.3766476809978485, 0.8895367980003357), (0.3871414363384247, 0.915459930896759), (0.3737436830997467, 0.8700557947158813), (0.4137272536754608, 0.8477775454521179), (0.4273793697357178, 0.8475555777549744), (0.4370122253894806, 0.8492104411125183), (0.449837863445282, 0.8582815527915955), (0.421148419380188, 0.9169467687606812), (0.4407908618450165, 0.8863282203674316), (0.44637417793273926, 0.871216893196106), (0.4321518838405609, 0.9036754369735718), (0.445130854845047, 0.8512448072433472)]
[(0.38641735911369324, 0.8565342426300049), (0.39143675565719604, 0.9235787391662598), (0.37702634930610657, 0.8536604642868042), (0.3699584901332855, 0.8566595315933228), (0.36678174138069153, 0.8608144521713257), (0.36530598998069763, 0.8711569309234619), (0.38120949268341064, 0.9204801917076111), (0.3690359890460968, 0.8962838649749756), (0.3670499622821808, 0.8828632235527039), (0.3736424446105957, 0.910643458366394), (0.3651284873485565, 0.8643028736114502), (0.3984241783618927, 0.8525373339653015), (0.4121257960796356, 0.8546289801597595), (0.42240840196609497, 0.8575574159622192), (0.43610256910324097, 0.8663501143455505), (0.40429893136024475, 0.9188628196716309), (0.42530298233032227, 0.8916224837303162), (0.4319498538970947, 0.8780272603034973), (0.4157649576663971, 0.9074252247810364), (0.43117755651474, 0.8598327040672302)]
[(0.4002901613712311, 0.8233453631401062), (0.41218167543411255, 0.9005154371261597), (0.3883266746997833, 0.8255070447921753), (0.3778911828994751, 0.8309711217880249), (0.3726773262023926, 0.8369406461715698), (0.3689633309841156, 0.8525354862213135), (0.3990826904773712, 0.9020417332649231), (0.3798408508300781, 0.8807098865509033), (0.3739244341850281, 0.8663123846054077), (0.38818052411079407, 0.8945591449737549), (0.3693777918815613, 0.8427615761756897), (0.4135230481624603, 0.8149566650390625), (0.42760154604911804, 0.8115514516830444), (0.4375818073749542, 0.8112522959709167), (0.45222148299217224, 0.8200806975364685), (0.42650213837623596, 0.8897445797920227), (0.4449601471424103, 0.8536452054977417), (0.4496701955795288, 0.8364349007606506), (0.4373389482498169, 0.8733017444610596), (0.4460650086402893, 0.8124998211860657)]
[(0.3673457205295563, 0.8403607606887817), (0.37923017144203186, 0.9233444929122925), (0.35807955265045166, 0.8397703766822815), (0.3519926965236664, 0.8433150053024292), (0.3507574796676636, 0.8478165864944458), (0.35221755504608154, 0.8616941571235657), (0.36857596039772034, 0.9216936230659485), (0.35689041018486023, 0.893948495388031), (0.3546232581138611, 0.876793384552002), (0.3611689805984497, 0.9110857248306274), (0.3509729206562042, 0.8523645997047424), (0.38023287057876587, 0.833892822265625), (0.395671546459198, 0.8329057693481445), (0.4072670340538025, 0.8340574502944946), (0.4245587885379791, 0.8436304330825806), (0.3935333788394928, 0.9142725467681885), (0.41478729248046875, 0.8781211376190186), (0.42111796140670776, 0.8599806427955627), (0.4055212736129761, 0.8984032869338989), (0.4175929129123688, 0.8357219099998474)]
[(0.3815937936306, 0.8486993908882141), (0.38816165924072266, 0.9182144999504089), (0.37191033363342285, 0.8469904661178589), (0.36470314860343933, 0.850968062877655), (0.3618088662624359, 0.8558228015899658), (0.360807329416275, 0.8675410747528076), (0.3777182102203369, 0.9160612225532532), (0.3650634288787842, 0.8927164673805237), (0.36285439133644104, 0.8791909217834473), (0.36990272998809814, 0.9068617820739746), (0.36044424772262573, 0.8602064251899719), (0.39402931928634644, 0.843799889087677), (0.40844449400901794, 0.8452756404876709), (0.41897645592689514, 0.8480046391487122), (0.4331611096858978, 0.8574084043502808), (0.40143778920173645, 0.9120932817459106), (0.42261001467704773, 0.8834197521209717), (0.4291442632675171, 0.869376003742218), (0.41312891244888306, 0.8998547792434692), (0.4279536306858063, 0.8505904078483582)]
[(0.3935586214065552, 0.8430458903312683), (0.3957987129688263, 0.9062418937683105), (0.38365912437438965, 0.840370237827301), (0.3752172589302063, 0.8438124656677246), (0.3707892596721649, 0.8479465842247009), (0.3669920265674591, 0.8581298589706421), (0.3852148652076721, 0.9033226370811462), (0.3717513084411621, 0.8810051679611206), (0.36902332305908203, 0.8686046004295349), (0.3770793080329895, 0.8942978382110596), (0.36781176924705505, 0.8514868021011353), (0.40535834431648254, 0.8391827344894409), (0.41812002658843994, 0.8413578271865845), (0.4270503520965576, 0.8447898626327515), (0.4385456144809723, 0.8542775511741638), (0.40810567140579224, 0.9018165469169617), (0.42831361293792725, 0.8769739866256714), (0.4344952404499054, 0.8645405769348145), (0.4191528558731079, 0.8914247155189514), (0.43463149666786194, 0.8477180004119873)]
[(0.37603211402893066, 0.8148604035377502), (0.38025233149528503, 0.9002476334571838), (0.3651161193847656, 0.814581036567688), (0.35499364137649536, 0.818477988243103), (0.3498280644416809, 0.8238617181777954), (0.3449594974517822, 0.8396379947662354), (0.3678354322910309, 0.8989881277084351), (0.35218483209609985, 0.8715624213218689), (0.3481471836566925, 0.8551514744758606), (0.3584434986114502, 0.8884617686271667), (0.3463588356971741, 0.8295190334320068), (0.3892062306404114, 0.8095887303352356), (0.40280699729919434, 0.8100964426994324), (0.41223955154418945, 0.8136334419250488), (0.4258216917514801, 0.8274900913238525), (0.3949141502380371, 0.8924025893211365), (0.41592854261398315, 0.8592926263809204), (0.4221035838127136, 0.843209981918335), (0.4067557752132416, 0.8778749108314514), (0.42041805386543274, 0.8179590106010437)]
