[(0.46527430415153503, 0.8147916197776794), (0.46988150477409363, 0.815710723400116), (0.43988096714019775, 0.5177685022354126), (0.4837123155593872, 0.7334084510803223), (0.4781080484390259, 0.5322332382202148), (0.4768819212913513, 0.5146774053573608), (0.4653220772743225, 0.42369815707206726), (0.4288238286972046, 0.4861845076084137), (0.47245290875434875, 0.4696747064590454), (0.42594870924949646, 0.5310242772102356), (0.4135439395904541, 0.5083410739898682), (0.4979390501976013, 0.8042449355125427), (0.4872651994228363, 0.8060952425003052), (0.4789333939552307, 0.8075019121170044), (0.4929671287536621, 0.74443119764328), (0.46782058477401733, 0.8157334327697754), (0.4717220664024353, 0.8241899609565735), (0.4709840714931488, 0.8148014545440674), (0.49829423427581787, 0.740307629108429), (0.4822985827922821, 0.8105313777923584), (0.48937079310417175, 0.8109384775161743), (0.4979144334793091, 0.8122431039810181), (0.491029292345047, 0.8722192645072937), (0.49341097474098206, 0.8606061935424805), (0.4946894943714142, 0.8502575755119324), (0.49618738889694214, 0.8403488993644714), (0.49723300337791443, 0.8334140777587891)]
[(0.4652388393878937, 0.807133138179779), (0.470253050327301, 0.8078704476356506), (0.4347366988658905, 0.48947596549987793), (0.4848319888114929, 0.7172556519508362), (0.4766576290130615, 0.5044686198234558), (0.47553950548171997, 0.48574256896972656), (0.46304890513420105, 0.3951628506183624), (0.42252063751220703, 0.45991915464401245), (0.4708791971206665, 0.4413643479347229), (0.41955411434173584, 0.505470871925354), (0.4060976505279541, 0.48459726572036743), (0.5004426836967468, 0.7913660407066345), (0.48893409967422485, 0.7949404716491699), (0.47987353801727295, 0.7977098226547241), (0.49512284994125366, 0.7279891967773438), (0.4680529236793518, 0.8080531358718872), (0.4721945822238922, 0.8157527446746826), (0.4713028073310852, 0.8068379163742065), (0.5014684200286865, 0.7213422656059265), (0.48333027958869934, 0.801701545715332), (0.49091848731040955, 0.8012653589248657), (0.500008225440979, 0.8019871711730957), (0.49263864755630493, 0.8637052178382874), (0.4954354465007782, 0.8522464632987976), (0.4969291388988495, 0.8406721353530884), (0.49850043654441833, 0.8291256427764893), (0.49952811002731323, 0.8214284181594849)]
[(0.462871253490448, 0.8014925718307495), (0.4682147800922394, 0.8026414513587952), (0.4331612288951874, 0.4881153106689453), (0.4838217794895172, 0.7127571702003479), (0.4748602509498596, 0.5004268884658813), (0.4736252725124359, 0.4821087121963501), (0.4607289731502533, 0.39591142535209656), (0.4206503629684448, 0.460904598236084), (0.46858370304107666, 0.4400107264518738), (0.4180125594139099, 0.5053288340568542), (0.4042696952819824, 0.48660004138946533), (0.4990256428718567, 0.7835244536399841), (0.48686644434928894, 0.7869747281074524), (0.47769609093666077, 0.7897362112998962), (0.49408888816833496, 0.7234469056129456), (0.46571987867355347, 0.8025345206260681), (0.47007623314857483, 0.8149856925010681), (0.46954894065856934, 0.8019949197769165), (0.5001050233840942, 0.7173083424568176), (0.4815389811992645, 0.7936729788780212), (0.48928341269493103, 0.7927101850509644), (0.49881020188331604, 0.7933194041252136), (0.49182063341140747, 0.8722344636917114), (0.49420294165611267, 0.8600707650184631), (0.49562016129493713, 0.8486436009407043), (0.4973124861717224, 0.8370524644851685), (0.49852412939071655, 0.8291795253753662)]
[(0.47787371277809143, 0.8297371864318848), (0.48279160261154175, 0.8302082419395447), (0.4346092641353607, 0.5135279893875122), (0.4966004192829132, 0.7459988594055176), (0.4772287607192993, 0.5231009125709534), (0.4753403663635254, 0.5045102834701538), (0.45834609866142273, 0.42244431376457214), (0.4199114143848419, 0.48859915137290955), (0.46839720010757446, 0.46530407667160034), (0.4197397530078888, 0.5331039428710938), (0.40391919016838074, 0.5160952806472778), (0.5139542818069458, 0.8136425018310547), (0.5023624897003174, 0.8178020715713501), (0.4930497109889984, 0.8205727338790894), (0.5068159103393555, 0.7556442022323608), (0.48056983947753906, 0.8304077982902527), (0.48549890518188477, 0.8388909697532654), (0.4837462306022644, 0.8295820951461792), (0.5131184458732605, 0.7491451501846313), (0.496071457862854, 0.8239452838897705), (0.5040041208267212, 0.8231819272041321), (0.5133046507835388, 0.8231772780418396), (0.5090866684913635, 0.8897420167922974), (0.5112616419792175, 0.8751242160797119), (0.5121751427650452, 0.8636792302131653), (0.5130863189697266, 0.8526840806007385), (0.5135942697525024, 0.8452226519584656)]
[(0.45299193263053894, 0.821562647819519), (0.45785537362098694, 0.8217576742172241), (0.4209256172180176, 0.5308345556259155), (0.4618735611438751, 0.7414789199829102), (0.45139244198799133, 0.5343708395957947), (0.4493955075740814, 0.5165809988975525), (0.441159725189209, 0.43412530422210693), (0.41342630982398987, 0.5054267644882202), (0.44619014859199524, 0.47608494758605957), (0.4121420681476593, 0.5489991903305054), (0.4044227600097656, 0.5330325961112976), (0.4779275953769684, 0.810248076915741), (0.46852585673332214, 0.8128842115402222), (0.46218234300613403, 0.8147898316383362), (0.470758318901062, 0.7514324188232422), (0.4554426372051239, 0.8220829963684082), (0.4589838683605194, 0.829800009727478), (0.4593418538570404, 0.8208732008934021), (0.4734913408756256, 0.7459835410118103), (0.4670886993408203, 0.8179149627685547), (0.47254687547683716, 0.8183609247207642), (0.4802238345146179, 0.8195024728775024), (0.4790876507759094, 0.8794179558753967), (0.47845983505249023, 0.8649666905403137), (0.4787268340587616, 0.8537209033966064), (0.4799760580062866, 0.8430500626564026), (0.48110032081604004, 0.8359695076942444)]
[(0.45681700110435486, 0.8328083157539368), (0.4617513418197632, 0.8323867321014404), (0.4188874363899231, 0.5286638140678406), (0.4630486071109772, 0.747325599193573), (0.4528658986091614, 0.5367652773857117), (0.4510900676250458, 0.5190849900245667), (0.4422730803489685, 0.43512284755706787), (0.4112350344657898, 0.5026841759681702), (0.44770461320877075, 0.47772207856178284), (0.40889212489128113, 0.5458546876907349), (0.4008619487285614, 0.5292364358901978), (0.4817335307598114, 0.8203791975975037), (0.472625195980072, 0.82337486743927), (0.46631142497062683, 0.825792133808136), (0.4722934663295746, 0.7567707896232605), (0.4593508243560791, 0.8332440257072449), (0.46266695857048035, 0.8393815755844116), (0.4630453288555145, 0.8310192227363586), (0.47495537996292114, 0.7506049871444702), (0.47130659222602844, 0.828987717628479), (0.4767126441001892, 0.8294053673744202), (0.48412656784057617, 0.8304466009140015), (0.48142266273498535, 0.8877604007720947), (0.48169514536857605, 0.8728925585746765), (0.4821597933769226, 0.8611196279525757), (0.48334604501724243, 0.8498421311378479), (0.4844232201576233, 0.8424167037010193)]
[(0.46316254138946533, 0.8282504081726074), (0.46809452772140503, 0.8277379274368286), (0.4163781404495239, 0.5236561298370361), (0.4708694815635681, 0.7445806860923767), (0.4529045522212982, 0.5290852785110474), (0.4508695602416992, 0.5109500885009766), (0.4386962950229645, 0.43065133690834045), (0.4067464768886566, 0.5011900663375854), (0.44601547718048096, 0.4719221591949463), (0.4057912230491638, 0.5441806316375732), (0.3958739638328552, 0.5307621359825134), (0.4901796877384186, 0.8143914937973022), (0.4804458022117615, 0.8186730146408081), (0.4733836352825165, 0.8216809034347534), (0.4807087779045105, 0.7529657483100891), (0.46569669246673584, 0.8285391926765442), (0.4696757197380066, 0.8326559662818909), (0.4692179560661316, 0.8267030119895935), (0.4836287498474121, 0.7453520894050598), (0.4781273305416107, 0.8251502513885498), (0.48427537083625793, 0.8250171542167664), (0.4921557903289795, 0.8253580331802368), (0.49155038595199585, 0.8775469660758972), (0.4913702607154846, 0.8606728911399841), (0.49143266677856445, 0.848730742931366), (0.492229700088501, 0.8377240300178528), (0.49294230341911316, 0.8307111859321594)]
[(0.4691821038722992, 0.8269712924957275), (0.47437217831611633, 0.8265915513038635), (0.4263875186443329, 0.5203930139541626), (0.48077526688575745, 0.7406717538833618), (0.4654668867588043, 0.5274828672409058), (0.4636140465736389, 0.5096544027328491), (0.45147737860679626, 0.4281984269618988), (0.41602635383605957, 0.4965674877166748), (0.4589165449142456, 0.46988093852996826), (0.41411662101745605, 0.5397214889526367), (0.40290379524230957, 0.5247544646263123), (0.5005862712860107, 0.8130083084106445), (0.4898076355457306, 0.8170861005783081), (0.4817257523536682, 0.8197656869888306), (0.49111026525497437, 0.7491251826286316), (0.4718616008758545, 0.8273458480834961), (0.4764302670955658, 0.8332855105400085), (0.47559064626693726, 0.8255300521850586), (0.49583348631858826, 0.7421295046806335), (0.4861377477645874, 0.8227328658103943), (0.49302566051483154, 0.8227043747901917), (0.5016461610794067, 0.8229803442955017), (0.4986306130886078, 0.8812464475631714), (0.49998927116394043, 0.8648167848587036), (0.5007117986679077, 0.8528217673301697), (0.5017154812812805, 0.8415640592575073), (0.5023815631866455, 0.8342232704162598)]
[(0.4553624093532562, 0.8256081938743591), (0.4602382779121399, 0.8251921534538269), (0.4109687805175781, 0.527238130569458), (0.45705920457839966, 0.741077184677124), (0.4428178668022156, 0.5339065790176392), (0.4406101405620575, 0.5165199041366577), (0.43150052428245544, 0.43679913878440857), (0.4041084051132202, 0.5043100118637085), (0.4368215799331665, 0.4773411154747009), (0.4028931260108948, 0.5460023283958435), (0.3960539698600769, 0.5321322679519653), (0.4778501093387604, 0.8120694160461426), (0.46903353929519653, 0.8153999447822571), (0.46319591999053955, 0.8181625604629517), (0.46616631746292114, 0.7494311928749084), (0.4577779471874237, 0.8260542154312134), (0.46126583218574524, 0.8324027061462402), (0.4615617096424103, 0.8241308927536011), (0.46718016266822815, 0.7425621151924133), (0.4688190221786499, 0.8214771151542664), (0.4739874303340912, 0.8215382099151611), (0.48127222061157227, 0.8221501111984253), (0.4819398820400238, 0.8813230395317078), (0.480770468711853, 0.8650211691856384), (0.4806409180164337, 0.853263795375824), (0.48152607679367065, 0.842171311378479), (0.4824986755847931, 0.8349257111549377)]
[(0.4658080041408539, 0.8211981058120728), (0.4706490933895111, 0.8206604719161987), (0.4154341220855713, 0.5305593013763428), (0.47121569514274597, 0.7384876608848572), (0.4501076340675354, 0.5329629778862), (0.4476360082626343, 0.515748143196106), (0.4353191554546356, 0.4414740204811096), (0.40626147389411926, 0.5105283260345459), (0.4425196945667267, 0.4795791506767273), (0.4061988592147827, 0.5514285564422607), (0.3969448208808899, 0.5402031540870667), (0.491504043340683, 0.8061753511428833), (0.4820224642753601, 0.8102924823760986), (0.47532951831817627, 0.8134942054748535), (0.4808422327041626, 0.746018648147583), (0.4682207405567169, 0.8214889168739319), (0.47226595878601074, 0.826623797416687), (0.47180455923080444, 0.8196870684623718), (0.4829108417034149, 0.7380315065383911), (0.48039740324020386, 0.8168814778327942), (0.48637983202934265, 0.8164434432983398), (0.4941313564777374, 0.8165680766105652), (0.4951429069042206, 0.8724586963653564), (0.49417775869369507, 0.855484664440155), (0.4939829111099243, 0.8439439535140991), (0.49460262060165405, 0.8332740068435669), (0.4952137768268585, 0.8264048099517822)]
