[(0.62501060962677, 0.38861191272735596), (0.6246129870414734, 0.464927077293396), (0.6102424263954163, 0.386827290058136), (0.5940712094306946, 0.4000241160392761), (0.5844098925590515, 0.4146365523338318), (0.5732022523880005, 0.44040045142173767), (0.6089683771133423, 0.4635810852050781), (0.5843515992164612, 0.4506714940071106), (0.5774983167648315, 0.44516485929489136), (0.5952828526496887, 0.45827043056488037), (0.5772169828414917, 0.42776185274124146), (0.6381887197494507, 0.38552406430244446), (0.6507525444030762, 0.3966400623321533), (0.6568449139595032, 0.410470575094223), (0.6618320941925049, 0.43453449010849), (0.6386833190917969, 0.4623790979385376), (0.6564019322395325, 0.4467465579509735), (0.659824550151825, 0.43996578454971313), (0.6495043039321899, 0.4557654559612274), (0.6603684425354004, 0.42251574993133545)]
[(0.6239809989929199, 0.3934893012046814), (0.6237300634384155, 0.4675067663192749), (0.610543429851532, 0.3920525908470154), (0.5959041714668274, 0.40532922744750977), (0.5866178274154663, 0.4197347164154053), (0.5757778882980347, 0.44274255633354187), (0.6094726920127869, 0.4670192003250122), (0.5863814949989319, 0.4535505175590515), (0.5798860788345337, 0.4480961859226227), (0.5967649817466736, 0.4613957405090332), (0.57941734790802, 0.4317011833190918), (0.6358703970909119, 0.39030760526657104), (0.6471853852272034, 0.4007264971733093), (0.6533551216125488, 0.41396665573120117), (0.6589300632476807, 0.4355170726776123), (0.6363723874092102, 0.4650751054286957), (0.653366208076477, 0.4482322931289673), (0.6569135189056396, 0.44167616963386536), (0.6464999914169312, 0.4575618505477905), (0.6573998928070068, 0.4250483214855194)]
[(0.6215423345565796, 0.3964029550552368), (0.6211536526679993, 0.4701187014579773), (0.6078058481216431, 0.3948793411254883), (0.5926293134689331, 0.40782108902931213), (0.5826878547668457, 0.42251867055892944), (0.571052610874176, 0.4451107084751129), (0.6067695021629333, 0.4698728919029236), (0.582753598690033, 0.45648276805877686), (0.57560133934021, 0.4508087635040283), (0.5937199592590332, 0.4644087851047516), (0.5748913288116455, 0.43426036834716797), (0.6338968873023987, 0.39326372742652893), (0.6460851430892944, 0.4037742614746094), (0.6531205177307129, 0.41707056760787964), (0.6599622964859009, 0.4383813440799713), (0.6341431140899658, 0.4678563177585602), (0.6526383757591248, 0.4512729048728943), (0.6571279168128967, 0.4447343945503235), (0.6449192762374878, 0.46063703298568726), (0.6579965353012085, 0.4280315041542053)]
[(0.6209993362426758, 0.39896488189697266), (0.6198938488960266, 0.4701306223869324), (0.6070379614830017, 0.39737066626548767), (0.5915184617042542, 0.4099824130535126), (0.5812739729881287, 0.4242653250694275), (0.5693715214729309, 0.4458395540714264), (0.6055446267127991, 0.4700224697589874), (0.5813456177711487, 0.4569951593875885), (0.5740254521369934, 0.4515727162361145), (0.5924104452133179, 0.46467888355255127), (0.5732484459877014, 0.43553030490875244), (0.6334971189498901, 0.3957131505012512), (0.6457363367080688, 0.4058806300163269), (0.652783989906311, 0.4186980724334717), (0.6595537662506104, 0.43915218114852905), (0.6327004432678223, 0.4681147038936615), (0.6516114473342896, 0.45200175046920776), (0.6564363241195679, 0.4456377625465393), (0.6436022520065308, 0.461189329624176), (0.657690703868866, 0.4292636513710022)]
[(0.6210013031959534, 0.39878955483436584), (0.6201939582824707, 0.4730101227760315), (0.6071276664733887, 0.397172749042511), (0.591704249382019, 0.4100390374660492), (0.5816920399665833, 0.4245013892650604), (0.5701141953468323, 0.4467273950576782), (0.6057289838790894, 0.47255027294158936), (0.5817348957061768, 0.4586467444896698), (0.5746002793312073, 0.45272672176361084), (0.5926629900932312, 0.46681371331214905), (0.5738862156867981, 0.4360290765762329), (0.6333694458007812, 0.39570146799087524), (0.6455070376396179, 0.4062201976776123), (0.6524261236190796, 0.4193137288093567), (0.6590607762336731, 0.4404301643371582), (0.633050799369812, 0.4708361327648163), (0.6516761779785156, 0.45409733057022095), (0.6562250256538391, 0.44719016551971436), (0.6438539028167725, 0.4637124538421631), (0.6572108864784241, 0.4301644563674927)]
[(0.6205347180366516, 0.3986203074455261), (0.6198883056640625, 0.4733806252479553), (0.6067073941230774, 0.3971331715583801), (0.5913339853286743, 0.4101278781890869), (0.5813747048377991, 0.42471107840538025), (0.5699629187583923, 0.4471655488014221), (0.6054709553718567, 0.4729616045951843), (0.5815771222114563, 0.4591161608695984), (0.5744573473930359, 0.45319658517837524), (0.5924657583236694, 0.4672415852546692), (0.5736469030380249, 0.43638646602630615), (0.6328659653663635, 0.3956016004085541), (0.6449557542800903, 0.40619534254074097), (0.6518323421478271, 0.41937342286109924), (0.6583199501037598, 0.44073957204818726), (0.6326538324356079, 0.4712390899658203), (0.6510984897613525, 0.4545624852180481), (0.6555669903755188, 0.4476148188114166), (0.6433678269386292, 0.4641663432121277), (0.656531035900116, 0.4303799271583557)]
[(0.6204470992088318, 0.399175226688385), (0.6196631193161011, 0.4738045334815979), (0.6065763831138611, 0.3977423906326294), (0.5911926627159119, 0.41084757447242737), (0.5812309980392456, 0.4255644977092743), (0.5697330832481384, 0.44813698530197144), (0.6052380800247192, 0.47346872091293335), (0.5813040733337402, 0.45982062816619873), (0.5742069482803345, 0.45404052734375), (0.5922060608863831, 0.4678378105163574), (0.5734647512435913, 0.4373202323913574), (0.6328432559967041, 0.3960705101490021), (0.6449999213218689, 0.4066188335418701), (0.6519285440444946, 0.4198209047317505), (0.6584843993186951, 0.4412029981613159), (0.6325069069862366, 0.4715731143951416), (0.6511201858520508, 0.45483866333961487), (0.6556718349456787, 0.4479719400405884), (0.643294632434845, 0.46443474292755127), (0.6566817164421082, 0.43084990978240967)]
[(0.6198748350143433, 0.40049251914024353), (0.6188781261444092, 0.47516387701034546), (0.606041431427002, 0.3988543748855591), (0.5905972123146057, 0.41168373823165894), (0.5806193351745605, 0.4261060953140259), (0.5690896511077881, 0.4482748508453369), (0.6044337153434753, 0.4746517837047577), (0.5805915594100952, 0.46043258905410767), (0.5735267400741577, 0.45436492562294006), (0.5914316177368164, 0.46875882148742676), (0.5728444457054138, 0.4376101493835449), (0.6322107911109924, 0.3975110352039337), (0.6442297697067261, 0.4081682562828064), (0.6510047912597656, 0.42132118344306946), (0.6573588848114014, 0.4426008462905884), (0.631676197052002, 0.4730694890022278), (0.6501456499099731, 0.45633915066719055), (0.6546064019203186, 0.44942009449005127), (0.6424036622047424, 0.4659682512283325), (0.6556186676025391, 0.43228375911712646)]
[(0.6197562217712402, 0.40027356147766113), (0.6185248494148254, 0.4751572012901306), (0.6059568524360657, 0.3986497223377228), (0.5905116200447083, 0.41157031059265137), (0.5804678797721863, 0.426158607006073), (0.5687872767448425, 0.448578417301178), (0.6041120886802673, 0.47468024492263794), (0.5802754759788513, 0.46055808663368225), (0.5732224583625793, 0.4546031653881073), (0.5911176204681396, 0.4688286781311035), (0.5726162791252136, 0.43779343366622925), (0.6320435404777527, 0.39726942777633667), (0.643958330154419, 0.40792980790138245), (0.6506718397140503, 0.4212299585342407), (0.6568905711174011, 0.44270938634872437), (0.6313067674636841, 0.47300511598587036), (0.6496942043304443, 0.45629262924194336), (0.6541436314582825, 0.44945985078811646), (0.6419955492019653, 0.46588829159736633), (0.6552136540412903, 0.4323020875453949)]
[(0.6197327375411987, 0.40000924468040466), (0.6185803413391113, 0.4748386740684509), (0.6060753464698792, 0.3984296917915344), (0.5907596945762634, 0.41143420338630676), (0.5808408856391907, 0.42613476514816284), (0.5693414807319641, 0.44869980216026306), (0.6043123006820679, 0.47437047958374023), (0.5807114839553833, 0.46040844917297363), (0.5737276077270508, 0.4545897841453552), (0.5914512872695923, 0.46857571601867676), (0.5730974078178406, 0.4378703832626343), (0.6318840384483337, 0.3970877528190613), (0.6436225771903992, 0.40788301825523376), (0.650198757648468, 0.42132747173309326), (0.6562541127204895, 0.4430032968521118), (0.6312086582183838, 0.4727246165275574), (0.64930659532547, 0.4562349319458008), (0.6536157131195068, 0.44958147406578064), (0.6417568922042847, 0.4656848609447479), (0.6546234488487244, 0.4325351119041443)]
